epoch,train_loss,val_loss,lr,grad_norm_max,secs,improved,patience,timestamp
0,0.2560286528461582,0.15191300205149494,0.0003,0.39712902903556824,5.8,True,0,2026-08-16T18:05:41
1,0.15003839167919789,0.12091096728057651,0.0003,0.3816394805908203,5.4,True,0,2026-08-16T18:05:46
2,0.13589610426308035,0.1147410837667329,0.0003,0.3951587677001953,5.5,True,0,2026-08-16T18:05:52
3,0.1309424951017558,0.11015445931435941,0.0003,0.25796863436698914,5.5,True,0,2026-08-16T18:05:57
4,0.1274752310999147,0.10711398520148717,0.0003,0.24225841462612152,5.6,True,0,2026-08-16T18:06:03
5,0.12467004922065106,0.10425027893794762,0.0003,0.33746251463890076,5.6,True,0,2026-08-16T18:06:09
6,0.12347716843033885,0.10470336872142749,0.0003,0.28154104948043823,5.5,False,1,2026-08-16T18:06:14
7,0.12146611868680178,0.09977696058186857,0.0003,0.26074808835983276,5.6,True,0,2026-08-16T18:06:20
8,0.119192623764604,0.09803885712728395,0.0003,0.19060371816158295,5.5,True,0,2026-08-16T18:06:26
9,0.11796190486504482,0.09808609393108023,0.0003,0.37817537784576416,5.4,False,1,2026-08-16T18:06:31
10,0.11685357408209161,0.09690707103236691,0.0003,0.30705657601356506,5.5,True,0,2026-08-16T18:06:37
11,0.11635809512911262,0.0957548588023081,0.0003,0.33825308084487915,5.4,True,0,2026-08-16T18:06:42
12,0.1151711717247963,0.09536033774633984,0.0003,0.3063342273235321,5.5,True,0,2026-08-16T18:06:48
13,0.1144663460470818,0.09402687909020173,0.0003,0.2737361788749695,5.4,True,0,2026-08-16T18:06:53
14,0.11325573498731131,0.09330826997756958,0.0003,0.19343282282352448,5.4,True,0,2026-08-16T18:06:59
15,0.11382169348525477,0.09253335740048807,0.0003,0.26531240344047546,5.5,True,0,2026-08-16T18:07:04
16,0.11267549788558875,0.09329574706626463,0.0003,0.3131389617919922,5.4,False,1,2026-08-16T18:07:10
17,0.11196573753278334,0.0922793064389255,0.0003,0.21409347653388977,5.5,True,0,2026-08-16T18:07:15
18,0.11177481966359275,0.09255218784232716,0.0003,0.22370216250419617,5.4,False,1,2026-08-16T18:07:21
19,0.11125144832409345,0.09111183668885912,0.0003,0.21015328168869019,5.5,True,0,2026-08-16T18:07:26
20,0.11053940830649911,0.09338917300760091,0.0003,0.2712402939796448,5.5,False,1,2026-08-16T18:07:32
21,0.11011985415940756,0.09077605940810926,0.0003,0.24481478333473206,5.5,True,0,2026-08-16T18:07:37
22,0.1101440388095248,0.09082735522271512,0.0003,0.23834875226020813,5.5,False,1,2026-08-16T18:07:43
23,0.10953337715549784,0.08968116871111996,0.0003,0.2669963240623474,5.5,True,0,2026-08-16T18:07:49
24,0.10911404362746648,0.09117416660864275,0.0003,0.2218654900789261,5.5,False,1,2026-08-16T18:07:54
25,0.10900881296985752,0.08986302678074155,0.0003,0.2570708692073822,5.6,False,2,2026-08-16T18:08:00
26,0.1082966637971637,0.08871417083255537,0.0003,0.19514304399490356,5.5,True,0,2026-08-16T18:08:05
27,0.10821158926893067,0.08825423240989119,0.0003,0.25783106684684753,5.6,True,0,2026-08-16T18:08:11
28,0.10803296331848417,0.089462832148586,0.0003,0.23768992722034454,5.5,False,1,2026-08-16T18:08:17
29,0.1076645716369807,0.09056024449867206,0.0003,0.3250668942928314,5.5,False,2,2026-08-16T18:08:22
30,0.1076014003255865,0.08884505690126629,0.0003,0.22857022285461426,5.5,False,3,2026-08-16T18:08:28
31,0.10744947211428003,0.08968628791498613,0.0003,0.26406875252723694,5.5,False,4,2026-08-16T18:08:33
32,0.10704534512299757,0.08905085720694982,0.0003,0.17927925288677216,5.5,False,5,2026-08-16T18:08:39
33,0.10723933066640581,0.08866026584099937,0.0003,0.44066134095191956,5.5,False,6,2026-08-16T18:08:44
34,0.10680098586030058,0.0870774222108034,0.0003,0.1961115449666977,5.5,True,0,2026-08-16T18:08:50
35,0.10629379564261698,0.08846244146371936,0.0003,0.22511398792266846,5.6,False,1,2026-08-16T18:08:56
36,0.10595038218812627,0.08718889223022776,0.0003,0.235057070851326,5.5,False,2,2026-08-16T18:09:01
37,0.10580315774941182,0.08745972873581635,0.0003,0.2022394835948944,5.5,False,3,2026-08-16T18:09:07
38,0.10570360854431823,0.08754275821067475,0.0003,0.24670861661434174,5.5,False,4,2026-08-16T18:09:12
39,0.10560983435793238,0.08853429641861182,0.0003,0.27444714307785034,5.4,False,5,2026-08-16T18:09:18
40,0.10512703560538345,0.08648478624584911,0.0003,0.2150873988866806,5.6,True,0,2026-08-16T18:09:24
