event,peak,n_windows,PICP,MPIW,Winkler,bin
False,False,469,90.0154240019052,49.72703593022757,66.63583364561157,normal · off-peak
False,True,168,89.9837945649464,96.51899377593098,119.4245253987702,normal · peak
True,False,134,90.38511630330025,55.694559026103114,74.05702201070301,event · off-peak
True,True,48,88.96433246073299,69.25963563892117,92.39964566853831,event · peak
