station_id
9
44
14
26
11
93
10
101
25
7
12
41
17
16
98
33
21
97
30
2
92
114
24
102
8
52
48
100
28
13
22
3
29
99
40
6
45
27
54
15
55
36
19
90
46
31
5
42
96
65
53
50
113
20
47
23
116
95
115
18
