epoch,train_loss,val_loss,lr,grad_norm_max,secs,improved,patience,timestamp
0,0.27654716863737,0.18069856826748168,0.0003,0.3455677032470703,4.5,True,0,2026-08-16T18:56:58
1,0.16209062049677084,0.12937314914805548,0.0003,0.4795556664466858,4.5,True,0,2026-08-16T18:57:03
2,0.14379018692524878,0.12285703592575513,0.0003,0.3949281573295593,4.5,True,0,2026-08-16T18:57:07
3,0.1380618908903101,0.11901479984050269,0.0003,0.28677523136138916,4.5,True,0,2026-08-16T18:57:12
4,0.13579796131823088,0.11835717381193088,0.0003,0.2881580591201782,4.5,True,0,2026-08-16T18:57:16
5,0.1329654532146978,0.11382887827662322,0.0003,0.3268905580043793,4.5,True,0,2026-08-16T18:57:21
6,0.1309306882731207,0.1150474842269342,0.0003,0.38353219628334045,4.4,False,1,2026-08-16T18:57:25
7,0.12824226244465337,0.10987804768668426,0.0003,0.21044771373271942,4.5,True,0,2026-08-16T18:57:30
8,0.1273977435552157,0.10843077347010047,0.0003,0.20065952837467194,4.5,True,0,2026-08-16T18:57:34
9,0.125804236302009,0.10756530743706358,0.0003,0.3013378083705902,4.5,True,0,2026-08-16T18:57:39
10,0.12457851942751434,0.10495914183147662,0.0003,0.25787004828453064,4.5,True,0,2026-08-16T18:57:44
11,0.12320808894359149,0.10365169290657882,0.0003,0.22532464563846588,4.5,True,0,2026-08-16T18:57:48
12,0.12214731973606152,0.1044202038383746,0.0003,0.24493525922298431,4.4,False,1,2026-08-16T18:57:53
13,0.12145865282842092,0.10233323001763323,0.0003,0.23002757132053375,4.5,True,0,2026-08-16T18:57:57
14,0.12077805891141787,0.1028908752314337,0.0003,0.26198315620422363,4.4,False,1,2026-08-16T18:58:02
15,0.11985460963550505,0.10008716583251953,0.0003,0.2240033745765686,4.5,True,0,2026-08-16T18:58:06
16,0.11927727257812416,0.09921055696495287,0.0003,0.20526862144470215,4.5,True,0,2026-08-16T18:58:11
17,0.11832548735233453,0.09959399450447533,0.0003,0.16553862392902374,4.4,False,1,2026-08-16T18:58:15
18,0.11856971951303902,0.10000871297913594,0.0003,0.2453373372554779,4.4,False,2,2026-08-16T18:58:20
19,0.11725679883262613,0.09846936661627266,0.0003,0.17603546380996704,4.6,True,0,2026-08-16T18:58:25
20,0.11657088200797092,0.09671292887939202,0.0003,0.2291424572467804,4.5,True,0,2026-08-16T18:58:29
21,0.11676855606364679,0.09730565789472925,0.0003,0.1998739093542099,4.4,False,1,2026-08-16T18:58:34
22,0.11607680698999992,0.09625689668969793,0.0003,0.20694345235824585,4.6,True,0,2026-08-16T18:58:38
23,0.11532497651629396,0.09651214269163845,0.0003,0.2094210386276245,4.4,False,1,2026-08-16T18:58:43
24,0.11509228432243997,0.09549199691513083,0.0003,0.2141970545053482,4.5,True,0,2026-08-16T18:58:47
25,0.11477619434123511,0.09565514481657154,0.0003,0.20321519672870636,4.5,False,1,2026-08-16T18:58:52
26,0.11477536306931423,0.09465369144147569,0.0003,0.27090761065483093,4.5,True,0,2026-08-16T18:58:56
27,0.11461701710800548,0.09668168568840393,0.0003,0.20395731925964355,4.4,False,1,2026-08-16T18:59:01
28,0.1140764811700517,0.09552269101470381,0.0003,0.202069953083992,4.5,False,2,2026-08-16T18:59:05
29,0.1136433040866485,0.09497883297748617,0.0003,0.2456188052892685,4.4,False,3,2026-08-16T18:59:10
30,0.113551605288144,0.0954395786009647,0.0003,0.2159889191389084,4.4,False,4,2026-08-16T18:59:14
31,0.1132687746168493,0.09381219032374057,0.0003,0.3454629182815552,4.5,True,0,2026-08-16T18:59:19
32,0.11323782670628893,0.09330395232517641,0.0003,0.2572762370109558,4.5,True,0,2026-08-16T18:59:24
33,0.11270340220941293,0.0931947597681166,0.0003,0.19675979018211365,4.5,True,0,2026-08-16T18:59:28
34,0.11267150660137554,0.09307852313741223,0.0003,0.2424228936433792,4.5,True,0,2026-08-16T18:59:33
35,0.11223966611938162,0.09210539756567923,0.0003,0.24243232607841492,4.6,True,0,2026-08-16T18:59:37
36,0.1123606277691139,0.09399977887233535,0.0003,0.22941988706588745,4.4,False,1,2026-08-16T18:59:42
37,0.11190537494290007,0.09326543839095713,0.0003,0.2226366549730301,4.4,False,2,2026-08-16T18:59:46
38,0.1117338818180692,0.09190915737833295,0.0003,0.1910039335489273,4.5,True,0,2026-08-16T18:59:51
39,0.1113906293124943,0.09144509309432008,0.0003,0.27362242341041565,4.5,True,0,2026-08-16T18:59:56
40,0.1110093470785644,0.09127652448612256,0.0003,0.23209594190120697,4.5,True,0,2026-08-16T19:00:00
41,0.11090761930732937,0.09308390855625436,0.0003,0.21860025823116302,4.5,False,1,2026-08-16T19:00:05
42,0.11085855068413766,0.09152797720098234,0.0003,0.23885802924633026,4.4,False,2,2026-08-16T19:00:09
43,0.11049180101234835,0.09143662243917748,0.0003,0.22435037791728973,4.4,False,3,2026-08-16T19:00:14
44,0.11047690230738985,0.09206370714601579,0.0003,0.20350997149944305,4.5,False,4,2026-08-16T19:00:18
45,0.11060602512660918,0.09360536977976233,0.0003,0.33276644349098206,4.4,False,5,2026-08-16T19:00:23
46,0.11035247482768781,0.09195988363289571,0.0003,0.22974509000778198,4.4,False,6,2026-08-16T19:00:27
47,0.11040217044589283,0.09069178339380485,0.0003,0.2498987764120102,4.5,True,0,2026-08-16T19:00:32
48,0.10986821705495918,0.09073179084193575,0.0003,0.18199275434017181,4.4,False,1,2026-08-16T19:00:36
49,0.10993434144900395,0.0908583290056213,0.0003,0.22044998407363892,4.4,False,2,2026-08-16T19:00:41
50,0.10965739739137692,0.0903605865416946,0.0003,0.24562516808509827,4.5,True,0,2026-08-16T19:00:45
51,0.10934541325320254,0.09006835225519243,0.0003,0.19118767976760864,4.5,True,0,2026-08-16T19:00:50
52,0.10957485642079469,0.09133967073572861,0.0003,0.3341555893421173,4.4,False,1,2026-08-16T19:00:54
53,0.10937949310947251,0.09022838794268094,0.0003,0.23083654046058655,4.5,False,2,2026-08-16T19:00:59
54,0.1089130012871145,0.09030684677290392,0.0003,0.2141183763742447,4.4,False,3,2026-08-16T19:01:04
55,0.10901793600111218,0.09057632043630212,0.0003,0.2456083446741104,4.4,False,4,2026-08-16T19:01:08
56,0.10894942840377053,0.08987819739095457,0.0003,0.31974223256111145,4.5,True,0,2026-08-16T19:01:13
57,0.10891048356399431,0.08974338781375152,0.0003,0.2833908796310425,4.5,True,0,2026-08-16T19:01:17
58,0.10856894600194889,0.09011872898746323,0.0003,0.2409108430147171,4.4,False,1,2026-08-16T19:01:22
59,0.10853773609294996,0.09079155460982533,0.0003,0.22109666466712952,4.4,False,2,2026-08-16T19:01:26
60,0.10815561137029103,0.08969544238605343,0.0003,0.22566528618335724,4.5,True,0,2026-08-16T19:01:31
61,0.10838674041596087,0.08944856461424094,0.0003,0.2290734499692917,4.5,True,0,2026-08-16T19:01:35
62,0.10812197150764885,0.08946805631557664,0.0003,0.2363824099302292,4.4,False,1,2026-08-16T19:01:40
63,0.10798442748549221,0.08850282197306444,0.0003,0.28097811341285706,4.5,True,0,2026-08-16T19:01:44
64,0.10816829414158077,0.08883837401703164,0.0003,0.2555505335330963,4.4,False,1,2026-08-16T19:01:49
65,0.10758451937319158,0.08949154222404564,0.0003,0.20471030473709106,4.4,False,2,2026-08-16T19:01:53
66,0.10830072575545573,0.0887577674136712,0.0003,0.4277065694332123,4.5,False,3,2026-08-16T19:01:58
67,0.10738840298010753,0.08897653827955435,0.0003,0.1719818413257599,4.4,False,4,2026-08-16T19:02:02
68,0.10748193241082706,0.08805750850792769,0.0003,0.43991219997406006,4.5,True,0,2026-08-16T19:02:07
69,0.10752087356625023,0.08858579041047411,0.0003,0.25923952460289,4.5,False,1,2026-08-16T19:02:12
70,0.10704132947292956,0.08842577003351934,0.0003,0.20698603987693787,4.4,False,2,2026-08-16T19:02:16
71,0.1069707195018674,0.08843411202286626,0.0003,0.2668708562850952,4.4,False,3,2026-08-16T19:02:20
72,0.1071658254815982,0.08786357988368024,0.0003,0.2390846163034439,4.5,True,0,2026-08-16T19:02:25
73,0.1071334855405839,0.08879594246928509,0.0003,0.37028372287750244,4.4,False,1,2026-08-16T19:02:30
74,0.10670509713364172,0.08866642337742743,0.0003,0.22705811262130737,4.4,False,2,2026-08-16T19:02:34
75,0.10675465962389014,0.08745595931515589,0.0003,0.261400431394577,4.5,True,0,2026-08-16T19:02:39
76,0.10651710531213782,0.08788985599364553,0.0003,0.2832890450954437,4.4,False,1,2026-08-16T19:02:43
77,0.1063923567205995,0.08823368604202847,0.0003,0.26356616616249084,4.4,False,2,2026-08-16T19:02:48
78,0.10645071859215642,0.09008438398058598,0.0003,0.30104127526283264,4.4,False,3,2026-08-16T19:02:52
79,0.10639842607817807,0.08802870497271255,0.0003,0.2341022491455078,4.4,False,4,2026-08-16T19:02:57
