event,peak,bin,n_windows,n_scores,method,q_hat[Entry],q_hat[Exit],q_hat
False,False,normal · off-peak,134,307128,Mondrian bin (n_win=134),-0.1351407915353775,-0.03941226005554199,-0.08727652579545975
False,True,normal · peak,48,110016,Mondrian bin (n_win=48),-0.2229461669921875,-0.2523346543312073,-0.2376404106616974
True,False,event · off-peak,134,307128,Mondrian bin (n_win=134),-0.07366234064102173,0.19170665740966797,0.05902215838432312
True,True,event · peak,48,110016,Mondrian bin (n_win=48),-0.09537887573242188,0.09149408340454102,-0.0019423961639404297
