model,epoch,train_loss,val_loss
CRISP-Net,78,0.1005709645676088,0.0827947896342356
CRISP-Net,79,0.1006867503235628,0.0847449679296095
CRISP-Net w/o gates,0,0.2560286528461582,0.1519130020514949
CRISP-Net w/o gates,1,0.1500383916791978,0.1209109672805765
CRISP-Net w/o gates,2,0.1358961042630803,0.1147410837667329
CRISP-Net w/o gates,3,0.1309424951017558,0.1101544593143594
CRISP-Net w/o gates,4,0.1274752310999147,0.1071139852014871
CRISP-Net w/o gates,5,0.124670049220651,0.1042502789379476
CRISP-Net w/o gates,6,0.1234771684303388,0.1047033687214274
CRISP-Net w/o gates,7,0.1214661186868017,0.0997769605818685
CRISP-Net w/o gates,8,0.119192623764604,0.0980388571272839
CRISP-Net w/o gates,9,0.1179619048650448,0.0980860939310802
CRISP-Net w/o gates,10,0.1168535740820916,0.0969070710323669
CRISP-Net w/o gates,11,0.1163580951291126,0.0957548588023081
CRISP-Net w/o gates,12,0.1151711717247963,0.0953603377463398
CRISP-Net w/o gates,13,0.1144663460470818,0.0940268790902017
CRISP-Net w/o gates,14,0.1132557349873113,0.0933082699775695
CRISP-Net w/o gates,15,0.1138216934852547,0.092533357400488
CRISP-Net w/o gates,16,0.1126754978855887,0.0932957470662646
CRISP-Net w/o gates,17,0.1119657375327833,0.0922793064389255
CRISP-Net w/o gates,18,0.1117748196635927,0.0925521878423271
CRISP-Net w/o gates,19,0.1112514483240934,0.0911118366888591
CRISP-Net w/o gates,20,0.1105394083064991,0.0933891730076009
CRISP-Net w/o gates,21,0.1101198541594075,0.0907760594081092
CRISP-Net w/o gates,22,0.1101440388095248,0.0908273552227151
CRISP-Net w/o gates,23,0.1095333771554978,0.0896811687111199
CRISP-Net w/o gates,24,0.1091140436274664,0.0911741666086427
CRISP-Net w/o gates,25,0.1090088129698575,0.0898630267807415
CRISP-Net w/o gates,26,0.1082966637971637,0.0887141708325553
CRISP-Net w/o gates,27,0.1082115892689306,0.0882542324098911
CRISP-Net w/o gates,28,0.1080329633184841,0.089462832148586
CRISP-Net w/o gates,29,0.1076645716369807,0.090560244498672
CRISP-Net w/o gates,30,0.1076014003255865,0.0888450569012662
CRISP-Net w/o gates,31,0.10744947211428,0.0896862879149861
CRISP-Net w/o gates,32,0.1070453451229975,0.0890508572069498
CRISP-Net w/o gates,33,0.1072393306664058,0.0886602658409993
CRISP-Net w/o gates,34,0.1068009858603005,0.0870774222108034
CRISP-Net w/o gates,35,0.1062937956426169,0.0884624414637193
CRISP-Net w/o gates,36,0.1059503821881262,0.0871888922302277
CRISP-Net w/o gates,37,0.1058031577494118,0.0874597287358163
CRISP-Net w/o gates,38,0.1057036085443182,0.0875427582106747
CRISP-Net w/o gates,39,0.1056098343579323,0.0885342964186118
CRISP-Net w/o gates,40,0.1051270356053834,0.0864847862458491
CRISP-Net w/o gates,41,0.1050496907024593,0.0863717863192925
CRISP-Net w/o gates,42,0.1049210957773439,0.0868621156192742
CRISP-Net w/o gates,43,0.1047707206272817,0.0858349167219885
CRISP-Net w/o gates,44,0.1049459591344162,0.0857817255533658
CRISP-Net w/o gates,45,0.1044946616658797,0.086519580661923
CRISP-Net w/o gates,46,0.1044340356529414,0.0862769510310429
CRISP-Net w/o gates,47,0.1039701792565021,0.0852491271446694
CRISP-Net w/o gates,48,0.1038566969089455,0.0852311125414057
CRISP-Net w/o gates,49,0.1038809977553703,0.0857081379700493
CRISP-Net w/o gates,50,0.1036619150376581,0.0852893376006529
CRISP-Net w/o gates,51,0.1038253159804658,0.0869687115261843
CRISP-Net w/o gates,52,0.1034257364960817,0.0860851521675403
CRISP-Net w/o gates,53,0.1030731811300738,0.0851877048857264
CRISP-Net w/o gates,54,0.1034078977756447,0.0845497669754447
CRISP-Net w/o gates,55,0.1032180220707432,0.0859902172380096
CRISP-Net w/o gates,56,0.103078293456481,0.0849752187483258
CRISP-Net w/o gates,57,0.1027083578673037,0.0840990969112941
CRISP-Net w/o gates,58,0.1025494493462227,0.0846981870440336
CRISP-Net w/o gates,59,0.1026612348936416,0.0841294842270704
CRISP-Net w/o gates,60,0.1026132811556805,0.0840651665988204
CRISP-Net w/o gates,61,0.1022658492510135,0.0841976663322894
CRISP-Net w/o gates,62,0.1021853823583204,0.0848818821320822
CRISP-Net w/o gates,63,0.1025389486289286,0.0845407557438363
CRISP-Net w/o gates,64,0.1023134328015558,0.0841223024404966
CRISP-Net w/o gates,65,0.101864961199053,0.0841139380994078
CRISP-Net w/o gates,66,0.1017730999123919,0.083759531542495
CRISP-Net w/o gates,67,0.1018813171229519,0.0837804586268388
CRISP-Net w/o gates,68,0.101811226940417,0.0838335116731596
CRISP-Net w/o gates,69,0.1020002685569144,0.0836410595738625
CRISP-Net w/o gates,70,0.1014806961456497,0.0830282927541942
CRISP-Net w/o gates,71,0.1021783069267377,0.0831081673175424
CRISP-Net w/o gates,72,0.1011539245044792,0.0831085221616776
CRISP-Net w/o gates,73,0.1011641504672857,0.0843828688119794
CRISP-Net w/o gates,74,0.1013382398820185,0.0837461628265433
CRISP-Net w/o gates,75,0.1010999992326065,0.0852685487204855
CRISP-Net w/o gates,76,0.1013982999783295,0.0830381525332456
CRISP-Net w/o gates,77,0.1008810444683819,0.0831878437445713
CRISP-Net w/o gates,78,0.1001186876834093,0.0824089646748789
CRISP-Net w/o gates,79,0.1001158425277406,0.0830442281951616
CRISP-Net w/o PRI,0,0.2551258739206817,0.1646598665105117
CRISP-Net w/o PRI,1,0.1521327673733889,0.1269064169827398
CRISP-Net w/o PRI,2,0.138484491440621,0.1181150779619321
CRISP-Net w/o PRI,3,0.1337742749642539,0.1154144601998748
CRISP-Net w/o PRI,4,0.1303151082861554,0.1108550683564537
CRISP-Net w/o PRI,5,0.126938092643088,0.1094924695789814
CRISP-Net w/o PRI,6,0.1251251623689473,0.1080555720561808
CRISP-Net w/o PRI,7,0.1233954981788174,0.1040743467408222
CRISP-Net w/o PRI,8,0.1212383903644897,0.1020890541047185
CRISP-Net w/o PRI,9,0.1202403394730536,0.1014556321468982
CRISP-Net w/o PRI,10,0.1191230938002303,0.10006645321846
CRISP-Net w/o PRI,11,0.1182524753468377,0.0985512219287537
CRISP-Net w/o PRI,12,0.1173932424285909,0.1002855874843649
CRISP-Net w/o PRI,13,0.1169918889691541,0.098288007571802
CRISP-Net w/o PRI,14,0.1156819180472866,0.0964541089731258
CRISP-Net w/o PRI,15,0.1154823580941001,0.0965652303299406
CRISP-Net w/o PRI,16,0.1147973477512925,0.0960631551077732
CRISP-Net w/o PRI,17,0.1143198815675882,0.0956209373588745
CRISP-Net w/o PRI,18,0.114187170614253,0.0961627128360035
CRISP-Net w/o PRI,19,0.1135357281827664,0.0953345029809317
CRISP-Net w/o PRI,20,0.113061794917007,0.0943283104634547
CRISP-Net w/o PRI,21,0.1125720315582149,0.0939037786735283
CRISP-Net w/o PRI,22,0.1123744021896477,0.0936999365196123
CRISP-Net w/o PRI,23,0.1119391612135447,0.0937447725989661
CRISP-Net w/o PRI,24,0.1113833343753447,0.0951110839352502
CRISP-Net w/o PRI,25,0.1110533498473219,0.0928193489191951
CRISP-Net w/o PRI,26,0.1105674909857603,0.092507570777293
CRISP-Net w/o PRI,27,0.1104927431259836,0.0920406334347777
CRISP-Net w/o PRI,28,0.1105704544337241,0.0922737247668779
CRISP-Net w/o PRI,29,0.1100777859707455,0.0928731925867416
CRISP-Net w/o PRI,30,0.1097404067824175,0.0922730517174516
CRISP-Net w/o PRI,31,0.1097821586243398,0.0936029247612088
CRISP-Net w/o PRI,32,0.1093258603261067,0.0933796293460405
CRISP-Net w/o PRI,33,0.1092302397875995,0.0907672112295915
CRISP-Net w/o PRI,34,0.1091154978170499,0.0905662478653939
CRISP-Net w/o PRI,35,0.1087615547271875,0.0913725523994519
CRISP-Net w/o PRI,36,0.1081850679529892,0.0908714658938921
CRISP-Net w/o PRI,37,0.1082554488064168,0.0914839978565226
CRISP-Net w/o PRI,38,0.1084423723129125,0.0917309558244196
CRISP-Net w/o PRI,39,0.1080301367974543,0.090723419623388
CRISP-Net w/o PRI,40,0.1076574365025038,0.0905584606577406
CRISP-Net w/o PRI,41,0.1076861511711236,0.089153338264633
CRISP-Net w/o PRI,42,0.1078423110174608,0.0910431976010511
CRISP-Net w/o PRI,43,0.1074258459465844,0.0903034997837884
CRISP-Net w/o PRI,44,0.107338081562257,0.088879699071685
CRISP-Net w/o PRI,45,0.1070797836060052,0.0915124644371834
CRISP-Net w/o PRI,46,0.1070865759973997,0.0890528651384206
CRISP-Net w/o PRI,47,0.1064835560190808,0.0883361788487041
CRISP-Net w/o PRI,48,0.1065044968501552,0.088503129862167
CRISP-Net w/o PRI,49,0.106356527861003,0.0893600445527296
CRISP-Net w/o PRI,50,0.1064331184376727,0.088492391528664
CRISP-Net w/o PRI,51,0.1064005846505636,0.0892521482329447
CRISP-Net w/o PRI,52,0.1061169541144109,0.0888524732583171
CRISP-Net w/o PRI,53,0.1057854661247232,0.0890223107986397
CRISP-Net w/o PRI,54,0.1058308652960337,0.0875593931465358
CRISP-Net w/o PRI,55,0.1059829158769859,0.0887447110899202
CRISP-Net w/o PRI,56,0.1056232244431317,0.0893430605858236
CRISP-Net w/o PRI,57,0.1056494562180487,0.0876844192107955
CRISP-Net w/o PRI,58,0.1052920488047075,0.0908746565845641
CRISP-Net w/o PRI,59,0.1055752388232356,0.0877083382763705
CRISP-Net w/o PRI,60,0.1051075454269136,0.0879624980082223
CRISP-Net w/o PRI,61,0.1051245182097613,0.0895804157378254
CRISP-Net w/o PRI,62,0.1043972360563802,0.0869481968028204
CRISP-Net w/o PRI,63,0.104206598509144,0.0871803667600993
CRISP-Net w/o PRI,64,0.1043962401511904,0.0870640709341227
CRISP-Net w/o PRI,65,0.1041257043461223,0.0875797819469001
CRISP-Net w/o PRI,66,0.1042983999455368,0.0871074853444492
CRISP-Net w/o PRI,67,0.1041061836612093,0.0873396620563753
CRISP-Net w/o PRI,68,0.1039139750239613,0.0869411815490041
CRISP-Net w/o PRI,69,0.1039305275776884,0.0863945764990953
CRISP-Net w/o PRI,70,0.1039055048436908,0.0874267917658601
CRISP-Net w/o PRI,71,0.1038185652631979,0.086117004341149
CRISP-Net w/o PRI,72,0.1037011956775581,0.0860609057676661
CRISP-Net w/o PRI,73,0.1038516922147719,0.0875599320445742
CRISP-Net w/o PRI,74,0.1037650877630317,0.0868696145467705
CRISP-Net w/o PRI,75,0.1036850931880238,0.0868637750109473
CRISP-Net w/o PRI,76,0.1037102293509703,0.087192446730294
CRISP-Net w/o PRI,77,0.1036797690195041,0.0868134529299133
CRISP-Net w/o PRI,78,0.1034948919828121,0.0860697154242258
CRISP-Net w/o PRI,79,0.1035710749226612,0.0878479036164807
Graph WaveNet,0,0.186934866289516,0.1260030984387292
Graph WaveNet,1,0.1298415003569571,0.1111698799080901
Graph WaveNet,2,0.1205808794269195,0.1053988359622902
Graph WaveNet,3,0.1171677850596197,0.1052724396461968
Graph WaveNet,4,0.1152139973509442,0.1024209234331335
Graph WaveNet,5,0.1139786794617935,0.1007205484086995
Graph WaveNet,6,0.1128727676285492,0.1000475504814268
Graph WaveNet,7,0.1120755518039504,0.0989745149163754
Graph WaveNet,8,0.1111153657947267,0.0986093920911406
Graph WaveNet,9,0.1104126920739373,0.0971730402619629
Graph WaveNet,10,0.1100105837151244,0.0966772267206029
Graph WaveNet,11,0.109544694341801,0.09612579827944
Graph WaveNet,12,0.1090090075691977,0.0964325786783145
Graph WaveNet,13,0.1086669882411485,0.0958845548249863
Graph WaveNet,14,0.1081497431128889,0.0956954680956327
Graph WaveNet,15,0.1077704695063632,0.0948039664180724
Graph WaveNet,16,0.1075923691411594,0.0952198402239726
Graph WaveNet,17,0.1073283231847888,0.0936670546102654
Graph WaveNet,18,0.106713873049715,0.0937932228649055
Graph WaveNet,19,0.1067037946084043,0.0937405818930039
Graph WaveNet,20,0.1064040635477055,0.0933944509661459
Graph WaveNet,21,0.1059846235828085,0.0929988465056969
Graph WaveNet,22,0.1057622947044425,0.0920579602921402
Graph WaveNet,23,0.1052317119561708,0.0924767830951528
Graph WaveNet,24,0.1050321633671666,0.0927120769335018
Graph WaveNet,25,0.104658008309511,0.0923078961179151
Graph WaveNet,26,0.1042728006021007,0.0905209145211911
Graph WaveNet,27,0.1040134357390823,0.0902898622328763
Graph WaveNet,28,0.1038179537588423,0.0907193743674964
Graph WaveNet,29,0.1035112828343779,0.0895703999878286
Graph WaveNet,30,0.1032070535388621,0.0920376565184567
Graph WaveNet,31,0.1033123906824615,0.0893444984250671
Graph WaveNet,32,0.1027546643719568,0.0890011422663599
Graph WaveNet,33,0.1027392898450841,0.0888206996433027
Graph WaveNet,34,0.1024186428267877,0.0901416768575762
Graph WaveNet,35,0.1023472227565534,0.0888468648951787
Graph WaveNet,36,0.1020217321239985,0.0886105181915419
Graph WaveNet,37,0.102034191263246,0.0884189236458841
Graph WaveNet,38,0.1018355094142012,0.0881549592774647
Graph WaveNet,39,0.1016220660491304,0.0878611518131507
Graph WaveNet,40,0.1013949303509114,0.0884652100094072
Graph WaveNet,41,0.1013946327370601,0.0877699820058686
Graph WaveNet,42,0.1010535309930424,0.0871014794396175
Graph WaveNet,43,0.1007493538515908,0.0868076956779747
Graph WaveNet,44,0.1010184441130239,0.0867349434193674
Graph WaveNet,45,0.1007947749325207,0.0870830632009349
Graph WaveNet,46,0.1006297570335996,0.0868528654778396
Graph WaveNet,47,0.1002957853805887,0.0863029849971388
Graph WaveNet,48,0.1003926395714938,0.0870087579465829
Graph WaveNet,49,0.1001245335890696,0.086907204486184
Graph WaveNet,50,0.1003463533717197,0.0860809645728095
Graph WaveNet,51,0.1000806904919855,0.0859626392414281
Graph WaveNet,52,0.0999433916676175,0.0862875244692786
Graph WaveNet,53,0.0999046630584276,0.0855981421012144
Graph WaveNet,54,0.0999288584996055,0.085651341416351
Graph WaveNet,55,0.0999111950397491,0.0858510823531465
Graph WaveNet,56,0.0995497062802314,0.0857086699496913
Graph WaveNet,57,0.0993697791964143,0.0851513881359126
Graph WaveNet,58,0.0993575512707888,0.0853881475280274
Graph WaveNet,59,0.0990138200613168,0.0852122449285381
Graph WaveNet,60,0.0991974593355105,0.0850685694469855
Graph WaveNet,61,0.0990300691881022,0.0858304257412533
Graph WaveNet,62,0.0990905061364173,0.0848177944483992
Graph WaveNet,63,0.0993449265812779,0.0855633257837086
Graph WaveNet,64,0.0988820015729128,0.0848498672328807
Graph WaveNet,65,0.0991115388470691,0.0854408267353262
Graph WaveNet,66,0.098721092906627,0.0850950542141448
Graph WaveNet,67,0.099035619526774,0.0853655488527083
Graph WaveNet,68,0.0987414938407939,0.0852513642838368
Graph WaveNet,69,0.0984298062357273,0.0849560560597168
Graph WaveNet,70,0.098093071596308,0.0842116413290029
Graph WaveNet,71,0.0979892995658811,0.0841707145119761
Graph WaveNet,72,0.0980237438619791,0.0840874051900355
Graph WaveNet,73,0.0981000039276186,0.0840625466144347
Graph WaveNet,74,0.0980136485708938,0.0841786463509549
Graph WaveNet,75,0.0979309235791583,0.0845065906971365
Graph WaveNet,76,0.0978746554517484,0.0841404845180747
Graph WaveNet,77,0.0979471115129334,0.0842106672269957
Graph WaveNet,78,0.0978042670822405,0.0838582476416787
Graph WaveNet,79,0.0978239725088025,0.0845108074391936
AGCRN,0,0.2732293212151789,0.2142940677784301
AGCRN,1,0.1965084704396489,0.1643826150959664
AGCRN,2,0.1544428665886868,0.1303323872059911
AGCRN,3,0.1330105949234176,0.1191697357283843
AGCRN,4,0.1262933281096783,0.113132333280621
AGCRN,5,0.1220492157962296,0.1088870897234141
AGCRN,6,0.1184889688432871,0.1046175059790794
AGCRN,7,0.1152876520386109,0.1019930767079631
AGCRN,8,0.1124861925185381,0.0982627703265829
AGCRN,9,0.109903637262491,0.0947314339925299
AGCRN,10,0.1078963109752634,0.0922224126592442
AGCRN,11,0.1060196753550361,0.0901565243090902
AGCRN,12,0.1045389716769312,0.0891383903121555
AGCRN,13,0.1031133924375523,0.0880234599277213
AGCRN,14,0.10203069124248,0.0871589257494434
AGCRN,15,0.1008853184325354,0.0861427772913005
AGCRN,16,0.0998100130440114,0.0835062486047928
AGCRN,17,0.0988183833740569,0.0827138120983983
AGCRN,18,0.0978244379981533,0.0817391670994706
AGCRN,19,0.0970842419089851,0.0817646500501003
AGCRN,20,0.0963295848814995,0.0801398753301128
AGCRN,21,0.0955601914407132,0.0801195405669264
AGCRN,22,0.0949145211295767,0.0769699313319646
AGCRN,23,0.0943056519542421,0.0794492979626079
AGCRN,24,0.0937124370218633,0.077168844804004
AGCRN,25,0.093173304773294,0.076758019544266
AGCRN,26,0.0925932718502296,0.0761913376358839
AGCRN,27,0.09207026969928,0.0747417922203357
AGCRN,28,0.0915867661873063,0.0750092410861135
AGCRN,29,0.0911206343999275,0.0736089767171786
AGCRN,30,0.090431177337746,0.0730883299403793
AGCRN,31,0.0901060252726733,0.0725542629485602
AGCRN,32,0.0895324316489827,0.0726317389980777
AGCRN,33,0.0891347679299312,0.0708657162939454
AGCRN,34,0.0888518731017689,0.071377080466066
AGCRN,35,0.0884290303011516,0.0711165198257991
AGCRN,36,0.0881896690189183,0.0712446761573409
AGCRN,37,0.0876159035733767,0.06963918112464
AGCRN,38,0.087228876712558,0.0709588691428467
AGCRN,39,0.0870947733357712,0.0691437108012346
AGCRN,40,0.0866104501125576,0.0688863038443602
AGCRN,41,0.0865795587281604,0.0684874151925464
AGCRN,42,0.0863609050820162,0.068808270147541
AGCRN,43,0.0860036900901532,0.0696597827987356
AGCRN,44,0.085868616926146,0.0701970782253768
AGCRN,45,0.0856473185858883,0.0683094562737496
AGCRN,46,0.0852905728332289,0.067979703688032
AGCRN,47,0.0852634361648297,0.0688879537795271
AGCRN,48,0.0851223155856132,0.070101327498208
AGCRN,49,0.0851681024491132,0.0699027246990046
AGCRN,50,0.085056565783836,0.0676716135425882
AGCRN,51,0.0850888058051958,0.067126286635687
AGCRN,52,0.0844042411053573,0.0673758265981962
AGCRN,53,0.0844604247546458,0.0691126758171306
AGCRN,54,0.0845208021310659,0.0679447811383467
AGCRN,55,0.0844891083928254,0.0682041249596155
AGCRN,56,0.0842561237432144,0.0677892780238455
AGCRN,57,0.0839675922970195,0.0682605447268093
AGCRN,58,0.084052384341811,0.0676607237412379
AGCRN,59,0.0835524504165073,0.06657845596527
AGCRN,60,0.0833972023247362,0.0667399563059047
AGCRN,61,0.0833346200185817,0.0682970516506459
AGCRN,62,0.0834489654053698,0.0674274890673357
AGCRN,63,0.0832330001743285,0.0675597653038554
AGCRN,64,0.0834001905479274,0.0672328738434301
AGCRN,65,0.0832113079972319,0.0672095131415587
AGCRN,66,0.0831852355664903,0.0663494958368304
AGCRN,67,0.083281076150936,0.0668419648862474
AGCRN,68,0.0830235418218832,0.0669555624558047
AGCRN,69,0.0830207174459656,0.0666512073846636
AGCRN,70,0.0829464549055466,0.0670825905770391
AGCRN,71,0.0828765062676681,0.0674300369612135
AGCRN,72,0.0828986457088491,0.0664541549816891
AGCRN,73,0.0828776239857568,0.0668755548463745
AGCRN,74,0.0826156980225018,0.0665076017420698
AGCRN,75,0.0825772078482659,0.0667067007212848
AGCRN,76,0.0825799282435532,0.0665799142117356
AGCRN,77,0.0825543792201922,0.0663641471170134
AGCRN,78,0.0824852348683954,0.0662537496332283
AGCRN,79,0.0825389644110595,0.0661157752581677
TGALSTM,0,0.201997884780496,0.1362389173808988
TGALSTM,1,0.1342955863082802,0.1127627049419251
TGALSTM,2,0.1250345773749299,0.1067028022729433
TGALSTM,3,0.1219921685837127,0.1069819054433277
TGALSTM,4,0.1196882599002712,0.1025796479003115
TGALSTM,5,0.1177624608134175,0.1000629862422471
TGALSTM,6,0.1169287449055975,0.1009267868658343
TGALSTM,7,0.1158063601334016,0.0976914605432814
TGALSTM,8,0.1145649401696173,0.0963491329534368
TGALSTM,9,0.1137632978813988,0.0950793253442088
TGALSTM,10,0.1131225169196233,0.0958466119245513
TGALSTM,11,0.1126329771109989,0.0940512643083111
TGALSTM,12,0.112071625822848,0.0951780035354933
TGALSTM,13,0.1116167603777005,0.0946215443968118
TGALSTM,14,0.1106522798865706,0.092930984202322
TGALSTM,15,0.1111594694001334,0.0929994155335557
TGALSTM,16,0.1099661720978034,0.0923299431637093
TGALSTM,17,0.1096649342677095,0.0921902880481966
TGALSTM,18,0.109411341868914,0.0930048143388805
TGALSTM,19,0.1089895889818013,0.0924553780683449
TGALSTM,20,0.1086448320811921,0.089702794430675
TGALSTM,21,0.1079735802588882,0.0905256704478473
TGALSTM,22,0.1082400296088103,0.0899522648817235
TGALSTM,23,0.1078116493074448,0.090282543347432
TGALSTM,24,0.1073851284253728,0.0910933213820169
TGALSTM,25,0.1072651509891499,0.0903477929123155
TGALSTM,26,0.1069778495437496,0.0884537742688105
TGALSTM,27,0.1065731140774685,0.0888068836059544
TGALSTM,28,0.1064313066365954,0.0907220480615621
TGALSTM,29,0.1064345161502177,0.0894125835089893
TGALSTM,30,0.1061873638695412,0.0906918639583247
TGALSTM,31,0.106093439574425,0.0878222251904534
TGALSTM,32,0.1054080340397227,0.0871610739319534
TGALSTM,33,0.1055290972138499,0.0875906742044857
TGALSTM,34,0.1054602336097549,0.0895085092019903
TGALSTM,35,0.1052329723651592,0.0882952964486001
TGALSTM,36,0.1049032222438644,0.0867885200122555
TGALSTM,37,0.1047697176153843,0.0868779613667137
TGALSTM,38,0.1045525716556297,0.0901737144360175
TGALSTM,39,0.104783271072985,0.0865504624997521
TGALSTM,40,0.1043747035192919,0.0864853431972173
TGALSTM,41,0.1043864261973035,0.0863003334091915
TGALSTM,42,0.1041933353949379,0.086854978372435
TGALSTM,43,0.1037197298073506,0.0868245677224227
TGALSTM,44,0.1038279470834103,0.0867029760892574
TGALSTM,45,0.1034390772928248,0.0888040748189438
TGALSTM,46,0.1032171271332017,0.0864243495104077
TGALSTM,47,0.1036159888892383,0.0865949138507738
TGALSTM,48,0.1030711923326764,0.085945854638959
TGALSTM,49,0.1030986520615252,0.0862778590193816
TGALSTM,50,0.1027818737121728,0.0854874910315969
TGALSTM,51,0.1032068301688183,0.0860197419648642
TGALSTM,52,0.1025076035451103,0.0848947835083191
TGALSTM,53,0.1023667724414186,0.0848831684216038
TGALSTM,54,0.102438852583969,0.085335370685373
TGALSTM,55,0.1026115870410269,0.085939340866529
TGALSTM,56,0.1022258690425327,0.0867700223493707
TGALSTM,57,0.1019820045311372,0.084098997597511
TGALSTM,58,0.1021720207818261,0.0870252162381843
TGALSTM,59,0.1019802729998316,0.0833239156630013
TGALSTM,60,0.1019160702660843,0.0846910864360385
TGALSTM,61,0.1016183790597286,0.0860130951054148
TGALSTM,62,0.102093505188004,0.0850266530536688
TGALSTM,63,0.101403642142867,0.0850435001263906
TGALSTM,64,0.1013196254824544,0.0846027856344705
TGALSTM,65,0.1015786479298885,0.0842497281238928
TGALSTM,66,0.1014576419860452,0.0840213119083053
TGALSTM,67,0.1005222544074058,0.0833348370269759
TGALSTM,68,0.1003544011941322,0.082838156229847
TGALSTM,69,0.1002781166807635,0.0823877848029791
TGALSTM,70,0.1001779082384738,0.0835555779164309
TGALSTM,71,0.1000900910614611,0.0825749699967903
TGALSTM,72,0.1002389180791247,0.0831174120143219
TGALSTM,73,0.1003207135822746,0.0824630557672008
TGALSTM,74,0.1000659735156939,0.0834512033878446
TGALSTM,75,0.0999161159762969,0.0838218478711096
