epoch,train_loss,val_loss,lr,grad_norm_max,secs,improved,patience,timestamp
0,0.2878868304766141,0.17227170444451845,0.0003,0.29847288131713867,4.5,True,0,2026-08-16T18:37:16
1,0.16552967037800903,0.1288841813802719,0.0003,0.2701088786125183,4.5,True,0,2026-08-16T18:37:21
2,0.14337419685754146,0.12015457062439604,0.0003,0.2644757926464081,4.4,True,0,2026-08-16T18:37:25
3,0.13645416096999094,0.11197676763429747,0.0003,0.24140708148479462,4.5,True,0,2026-08-16T18:37:30
4,0.13306899417887677,0.10948883001129706,0.0003,0.2418612688779831,4.5,True,0,2026-08-16T18:37:35
5,0.13018993460215056,0.10817816902647961,0.0003,0.25901976227760315,4.5,True,0,2026-08-16T18:37:39
6,0.1275380652520683,0.10576580211028948,0.0003,0.315004825592041,4.5,True,0,2026-08-16T18:37:44
7,0.12526618451862545,0.10197138872284156,0.0003,0.20295403897762299,4.5,True,0,2026-08-16T18:37:48
8,0.12366067528069674,0.09975779973543607,0.0003,0.20841966569423676,4.5,True,0,2026-08-16T18:37:53
9,0.12206998794943422,0.09921545699075028,0.0003,0.3012186288833618,4.5,True,0,2026-08-16T18:37:58
10,0.1207660775590729,0.09854126308154273,0.0003,0.23496542870998383,4.5,True,0,2026-08-16T18:38:02
11,0.11977416375181177,0.09776586474298121,0.0003,0.26856040954589844,4.5,True,0,2026-08-16T18:38:07
12,0.11886273815736666,0.09628555542983852,0.0003,0.25985458493232727,4.5,True,0,2026-08-16T18:38:11
13,0.11779194652706712,0.09543842838688212,0.0003,0.18745166063308716,4.5,True,0,2026-08-16T18:38:16
14,0.1171160190478786,0.09488743985747243,0.0003,0.2523338794708252,4.5,True,0,2026-08-16T18:38:20
15,0.11646655824158218,0.09500659036112356,0.0003,0.1958162635564804,4.4,False,1,2026-08-16T18:38:25
16,0.11597879861409847,0.0940712639591196,0.0003,0.2815167307853699,4.5,True,0,2026-08-16T18:38:29
17,0.11533762711090045,0.09363157326703543,0.0003,0.24563366174697876,4.5,True,0,2026-08-16T18:38:34
18,0.11553453899674364,0.09287618718795725,0.0003,0.497772753238678,4.5,True,0,2026-08-16T18:38:39
19,0.1139711979162562,0.09170937910676003,0.0003,0.20088113844394684,4.5,True,0,2026-08-16T18:38:43
20,0.1136343770629757,0.09142749187546773,0.0003,0.16406017541885376,4.5,True,0,2026-08-16T18:38:48
21,0.11352100206927938,0.09176217596773263,0.0003,0.3130168318748474,4.4,False,1,2026-08-16T18:38:52
22,0.11294464071045865,0.09138910243144402,0.0003,0.2820458710193634,4.5,True,0,2026-08-16T18:38:57
23,0.11244943001113095,0.09087549698549313,0.0003,0.19882714748382568,4.5,True,0,2026-08-16T18:39:01
24,0.11247632750770548,0.09310895953695852,0.0003,0.20656141638755798,4.4,False,1,2026-08-16T18:39:06
25,0.11205411071960743,0.09125859208486892,0.0003,0.2709171772003174,4.5,False,2,2026-08-16T18:39:10
26,0.11161640049009533,0.08985742914316418,0.0003,0.19897982478141785,4.5,True,0,2026-08-16T18:39:15
27,0.11166561959864019,0.0896865488081188,0.0003,0.2410561591386795,4.5,True,0,2026-08-16T18:39:19
28,0.1109239446756604,0.09117547545459244,0.0003,0.16946285963058472,4.5,False,1,2026-08-16T18:39:24
29,0.11059282466277971,0.0913970567040391,0.0003,0.2453618049621582,4.4,False,2,2026-08-16T18:39:28
30,0.11048479075287725,0.08996094910653082,0.0003,0.23515839874744415,4.4,False,3,2026-08-16T18:39:33
31,0.11023305978748825,0.08937388138620408,0.0003,0.20626406371593475,4.5,True,0,2026-08-16T18:39:38
32,0.10981594230774995,0.08921444980980275,0.0003,0.20986096560955048,4.5,True,0,2026-08-16T18:39:42
33,0.1097679119352456,0.08930698127209485,0.0003,0.24440327286720276,4.4,False,1,2026-08-16T18:39:47
34,0.10950448151145663,0.08853156074554056,0.0003,0.190211221575737,4.5,True,0,2026-08-16T18:39:51
35,0.10903522945367373,0.08832405294690814,0.0003,0.23383530974388123,4.5,True,0,2026-08-16T18:39:56
36,0.10932672654206936,0.0889287827188497,0.0003,0.18548880517482758,4.4,False,1,2026-08-16T18:40:00
37,0.10897420215737688,0.08929574759779396,0.0003,0.22217053174972534,4.5,False,2,2026-08-16T18:40:05
38,0.10860801979408159,0.08910205874305505,0.0003,0.20241132378578186,4.4,False,3,2026-08-16T18:40:09
39,0.10843438409514479,0.08815971274788563,0.0003,0.24570313096046448,4.5,True,0,2026-08-16T18:40:14
40,0.10863101195830566,0.08740290794726256,0.0003,0.28294527530670166,4.5,True,0,2026-08-16T18:40:18
41,0.10782926120273359,0.08753390868122761,0.0003,0.18934902548789978,4.4,False,1,2026-08-16T18:40:23
42,0.10832550695964269,0.08745200694589825,0.0003,0.22285515069961548,4.4,False,2,2026-08-16T18:40:27
43,0.10784889872257526,0.08764676749706268,0.0003,0.26581013202667236,4.5,False,3,2026-08-16T18:40:32
44,0.10763801888122664,0.08753219295989026,0.0003,0.22309128940105438,4.5,False,4,2026-08-16T18:40:36
45,0.10722270370512219,0.08739717468455598,0.0003,0.21600013971328735,4.5,True,0,2026-08-16T18:40:41
46,0.10706300272063894,0.08672694558953191,0.0003,0.23341962695121765,4.5,True,0,2026-08-16T18:40:46
47,0.10722664489850893,0.0869449169098676,0.0003,0.26169437170028687,4.5,False,1,2026-08-16T18:40:50
48,0.10663292876311711,0.08664682785888295,0.0003,0.20205964148044586,4.5,True,0,2026-08-16T18:40:55
49,0.1069489095237229,0.08822816880522194,0.0003,0.2086830586194992,4.4,False,1,2026-08-16T18:40:59
50,0.10707816104967516,0.08642581833915396,0.0003,0.2777162492275238,4.5,True,0,2026-08-16T18:41:04
51,0.10669595240564136,0.0860146453174261,0.0003,0.2916007339954376,4.4,True,0,2026-08-16T18:41:08
52,0.1063163969870452,0.08652024405015694,0.0003,0.263858437538147,4.4,False,1,2026-08-16T18:41:13
